"CA Owner","Salesforce Record ID","Certificate Name","Parent Salesforce Record ID","Parent Certificate Name","Certificate Record Type","Revocation Status","SHA-256 Fingerprint","Parent SHA-256 Fingerprint","Audits Same as Parent?","Auditor","Standard Audit URL","Standard Audit Type","Standard Audit Statement Date","Standard Audit Period Start Date","Standard Audit Period End Date","BR Audit URL","BR Audit Type","BR Audit Statement Date","BR Audit Period Start Date","BR Audit Period End Date","EV SSL Audit URL","EV SSL Audit Type","EV SSL Audit Statement Date","EV SSL Audit Period Start Date","EV SSL Audit Period End Date","EV Code Signing Audit URL","EV Code Signing Audit Type","EV Code Signing Audit Statement Date","EV Code Signing Audit Period Start Date","EV Code Signing Audit Period End Date","CP/CPS Same as Parent?","Certificate Policy (CP) URL","Certificate Practice Statement (CPS) URL","CP/CPS Last Updated Date","Test Website URL - Valid","Test Website URL - Expired","Test Website URL - Revoked","Technically Constrained","Mozilla Status","Microsoft Status" 
"HARICA","001o000000p4AacAAE","International Hellenic University CA R1","001o000000HshF8AAJ","Hellenic Academic and Research Institutions RootCA 2011","Intermediate Certificate","Not Revoked","884C51D643BE1126E72F3B1B7238BA57E0268C1D6C4A22ACDD6249C1758A53B6","BC104F15A48BE709DCA542A7E1D4B9DF6F054527E802EAA92D595444258AFE71","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"HARICA","0011J00001K496iQAB","Ionian University Client CA R1","001o000000HshF8AAJ","Hellenic Academic and Research Institutions RootCA 2011","Intermediate Certificate","Not Revoked","C95A9426410E11E70EED947806FD87F6F0DE77B98F1C454BE10D35C4442DC1DD","BC104F15A48BE709DCA542A7E1D4B9DF6F054527E802EAA92D595444258AFE71","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","Provided by CA","Not Included" 
"HARICA","0011J00001K496sQAB","Ionian University SSL CA R1","001o000000HshF8AAJ","Hellenic Academic and Research Institutions RootCA 2011","Intermediate Certificate","Not Revoked","9DF0D3D5540DEAE996C1B26DA31D0ED4E60EFDF3A3DA39B63FA8381D3BA893DA","BC104F15A48BE709DCA542A7E1D4B9DF6F054527E802EAA92D595444258AFE71","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","Provided by CA","Not Included" 
"HARICA","001o000000p4AXcAAM","National and Kapodistrian University of Athens CA R1","001o000000HshF8AAJ","Hellenic Academic and Research Institutions RootCA 2011","Intermediate Certificate","Revoked","1FC7A6D15B1DB95EA7923E97422D7AE0951D4303F41D46457F1B392EA8CDEEC6","BC104F15A48BE709DCA542A7E1D4B9DF6F054527E802EAA92D595444258AFE71","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"HARICA","001o000000p4AWyAAM","National and Kapodistrian University of Athens CA R2","001o000000HshF8AAJ","Hellenic Academic and Research Institutions RootCA 2011","Intermediate Certificate","Not Revoked","58AA92961C1E035054ADDA64E883BFAE1B21439CBF7AD61E33F67DC56E295F6A","BC104F15A48BE709DCA542A7E1D4B9DF6F054527E802EAA92D595444258AFE71","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"HARICA","001o000000p4vsCAAQ","Panteion University of Social and Political Sciences CA R1","001o000000HshF8AAJ","Hellenic Academic and Research Institutions RootCA 2011","Intermediate Certificate","Not Revoked","23D3AA2C53136F789FF7C231E92B6210FCC7B80E5DA4287C5DF1BC525B4F4612","BC104F15A48BE709DCA542A7E1D4B9DF6F054527E802EAA92D595444258AFE71","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"HARICA","001o000000p4vuFAAQ","Piraeus University of Applied Sciences CA R1","001o000000HshF8AAJ","Hellenic Academic and Research Institutions RootCA 2011","Intermediate Certificate","Not Revoked","BA8ED190E9325AED4382C684463102501F831B96F63E88CA35F2FE1BBC8C22C0","BC104F15A48BE709DCA542A7E1D4B9DF6F054527E802EAA92D595444258AFE71","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"HARICA","001o000000p4AYBAA2","Technical University of Crete CA R1","001o000000HshF8AAJ","Hellenic Academic and Research Institutions RootCA 2011","Intermediate Certificate","Not Revoked","BDBCFE1193FBB923ABEE14CA66228FEC890B18E02102C0D9A98EF2E8626ECA7B","BC104F15A48BE709DCA542A7E1D4B9DF6F054527E802EAA92D595444258AFE71","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"HARICA","0011J00001K39yRQAR","Technological Education Institute of Central Greece CA R1","001o000000HshF8AAJ","Hellenic Academic and Research Institutions RootCA 2011","Intermediate Certificate","Revoked","0865869B3FC822566213DE933F084CFE512673D2A38E399ABAEA9CEA91B340B3","BC104F15A48BE709DCA542A7E1D4B9DF6F054527E802EAA92D595444258AFE71","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","Provided by CA","Not Included" 
"HARICA","001o000000p4vujAAA","Technological Educational Institute of Epirus CA R3","001o000000HshF8AAJ","Hellenic Academic and Research Institutions RootCA 2011","Intermediate Certificate","Not Revoked","FD2954A6BC7F47DD443F6164D8454245BB0CFE9CF55ACE37DBB35B8E4895A7D9","BC104F15A48BE709DCA542A7E1D4B9DF6F054527E802EAA92D595444258AFE71","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"HARICA","001o000000p4vsxAAA","Technological Educational Institute of Western Greece CA R1","001o000000HshF8AAJ","Hellenic Academic and Research Institutions RootCA 2011","Intermediate Certificate","Not Revoked","0B89633F122F75821950AE27E0BADD40D49BB50F0CB1B75EE4F4662ACE4CB3D8","BC104F15A48BE709DCA542A7E1D4B9DF6F054527E802EAA92D595444258AFE71","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"HARICA","001o000000p4vrTAAQ","Technological Educational Institution of Central Macedonia CA R1","001o000000HshF8AAJ","Hellenic Academic and Research Institutions RootCA 2011","Intermediate Certificate","Revoked","59D32DCD196C4B3A4C7002F7E328D79D5A81167E7D193FC584D80C5F93D18556","BC104F15A48BE709DCA542A7E1D4B9DF6F054527E802EAA92D595444258AFE71","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"HARICA","001o000000p4AaMAAU","Technological Educational Institution of Central Macedonia CA R2","001o000000HshF8AAJ","Hellenic Academic and Research Institutions RootCA 2011","Intermediate Certificate","Revoked","3F50AFBF81956DD694D57333A2ABC096BACEA382792680CD39A0C8AD78A0F33F","BC104F15A48BE709DCA542A7E1D4B9DF6F054527E802EAA92D595444258AFE71","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"HARICA","001o000000p4Aa2AAE","Technological Educational Institution of Central Macedonia CA R3","001o000000HshF8AAJ","Hellenic Academic and Research Institutions RootCA 2011","Intermediate Certificate","Not Revoked","6777464451C99B85B12AD323F73F7136C82BF4D13E175E9508258FC1375C73C7","BC104F15A48BE709DCA542A7E1D4B9DF6F054527E802EAA92D595444258AFE71","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"HARICA","001o000000p4vqkAAA","Technological Educational Institution of Thessaloniki CA R1","001o000000HshF8AAJ","Hellenic Academic and Research Institutions RootCA 2011","Intermediate Certificate","Revoked","686CDD4076CD9EBFE0EEECF13C252C8B5D2B254DD722762C0842FD8A9608A6AE","BC104F15A48BE709DCA542A7E1D4B9DF6F054527E802EAA92D595444258AFE71","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"HARICA","001o000000p4AZsAAM","Technological Educational Institution of Thessaloniki CA R2","001o000000HshF8AAJ","Hellenic Academic and Research Institutions RootCA 2011","Intermediate Certificate","Revoked","96C833BFA81D38AA08B403F6C0993D1BD020141A4070300E9C74A36909A54944","BC104F15A48BE709DCA542A7E1D4B9DF6F054527E802EAA92D595444258AFE71","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"HARICA","001o000000p4AZnAAM","Technological Educational Institution of Thessaloniki CA R3","001o000000HshF8AAJ","Hellenic Academic and Research Institutions RootCA 2011","Intermediate Certificate","Not Revoked","ADEB0AC1B37F5DA44A6848E14B735970F920FF9C7625DA8AA099A89EA6D77C72","BC104F15A48BE709DCA542A7E1D4B9DF6F054527E802EAA92D595444258AFE71","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"HARICA","001o000000p4AYaAAM","Technological Educational Institution of Thessaly CA R2","001o000000HshF8AAJ","Hellenic Academic and Research Institutions RootCA 2011","Intermediate Certificate","Not Revoked","BF8ABE927D18EB66EF9FB525ED20EE091EB782A48FDA6F4CF232D0668FCD5CC6","BC104F15A48BE709DCA542A7E1D4B9DF6F054527E802EAA92D595444258AFE71","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"HARICA","001o000000p4AYuAAM","Technological Educational Institution of Thessaly CAR1","001o000000HshF8AAJ","Hellenic Academic and Research Institutions RootCA 2011","Intermediate Certificate","Revoked","B1B11D37FC327CDDED1D7C306AF81AE1EA0BBAD7AEE725FB848DD48D493EE354","BC104F15A48BE709DCA542A7E1D4B9DF6F054527E802EAA92D595444258AFE71","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
